"area","prefecture","place","img","tag","prefecture_ranking","status_date","status","開花予想日","五分咲き","満開","桜吹雪","見どころ紹介","lat","long","homepage","source_url","例年の見頃","桜の種類","桜の本数","名所に関する情報","お花見期間中の混雑度","所在地","入場時間","入場料","お問い合わせ","交通案内","周辺の観光施設","ライトアップ","桜まつり詳細","おすすめ写真スポット"
"関東","栃木","小山総合公園","https://gvs.weathernews.jp/s/sakura/szyimg/2026/41007/1766709951_s.webp?tm=1775113776","桜まつり開催, 桜並木, ペットOK, ライトアップあり","10","3月30日","満開(8分咲き)","","","","4月9日","公園を囲むように桜が咲きます。付近の堤防では菜の花の黄色とさくらのピンク色のコラボが心を癒します。ゆったりと散歩をお楽しみください。また、４月上旬からは「鯉のぼりの群遊」を予定しており、約１００匹の鯉のぼりが勇壮に泳ぎます。絶好の撮影スポットです。","36.3036","139.7828","","https://weathernews.jp/sakura/spot/41007/","3月下旬～4月中旬","オモイガワザクラ、ソメイヨシノ","オモイガワザクラ約235本・シダレザクラ10本","桜まつり開催
桜並木
ペットOK
ライトアップあり","平日：空いている
休日：やや混雑","〒323-0042
栃木県小山市大字外城371番地1","9時～20時","無料","おやまの桜まつり実行委員会(小山市観光協会)
TEL:0285304772","電車
JR東北本線小山駅西口より徒歩
30分
JR宇都宮線小山駅西口より車
10分
車
東北道佐野藤岡ICより
30分
駐車場
約500台、無料","鷲城跡、安房神社、間々田八幡宮、市立博物館車屋美術館","桜の開花に合わせて","「鯉のぼり群遊」４月上旬～５月６日",""
"関東","栃木","東雲公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2022-04-02/61711512.jpg","夜桜, 桜まつり開催, 桜並木, 駅チカ, ライトアップあり","13","4月2日","満開(8分咲き)","","","","4月15日","「とちぎの景勝100選」のひとつである桜の名所。国道352号の黒川に架かる東雲橋を中心に両岸の堤防に約250本の桜が咲き誇ります。","36.4288","139.8082","http://www.town.mibu.tochigi.jp/","https://weathernews.jp/sakura/spot/41005/","3月下旬～4月上旬","ソメイヨシノ","250本","夜桜
桜まつり開催
桜並木
駅近
ライトアップあり","平日：大変混雑
休日：大変混雑","〒321-0214
栃木県下都賀郡壬生町壬生甲600","常時解放","無料","壬生町建設部都市計画課
TEL:0282-81-1854","電車
東部鉄道宇都宮線壬生町駅より徒歩
10分
車
北関東自動車道壬生ICより
10分
駐車場
370台(臨時駐車場含む)無料","","開花時期に実施予定","",""
"関東","栃木","烏ヶ森公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-07/82692206.jpg","桜並木","14","3月29日","開花(5,6輪)","","4月3日","4月5日","4月12日","標高297mの小高い丘に広がる公園で、桜、つつじ、あじさいなど花の名所として知られています。園内には、ソメイヨシノを中心に約600本が植えられています。また遊具が整備されており、お子様連れでも楽しめます。","36.8898","139.9638","https://www.city.nasushiobara.tochigi.jp/soshikikarasagasu/hozen/koen/3544.html","https://weathernews.jp/sakura/spot/4103/","4月初旬～中旬","ソメイヨシノ","約600本","桜並木","平日：やや混雑
休日：やや混雑","〒329-2745
栃木県那須塩原市三区町636","制限なし","無料","那須塩原市都市公園管理事務所
TEL:0287-36-6040","電車
JR宇都宮線西那須野駅よりタクシーで
10分
車
東北道西那須野塩原ICより
10分
駐車場
220台(無料)","千本松牧場(西那須野塩原ICより5分)","","",""
"関東","栃木","新川桜並木","https://gvs.weathernews.jp/s/sakura/img/noimage.jpg","夜桜, 桜まつり開催, 桜並木, ライトアップあり","16","3月30日","満開(8分咲き)","","","","4月7日","住宅街にある約600mの桜並木。約60本ほどのソメイヨシノが植えられています。開花時期にはぼんぼりが点灯し、屋台が立ち並びます。","36.5506","139.8734","https://www.utsunomiya-cvb.org/event/detail_20053.html","https://weathernews.jp/sakura/spot/41018/","3月下旬～4月上旬","ソメイヨシノ","約60本","夜桜
桜まつり開催
桜並木
ライトアップあり","平日：空いている
休日：やや混雑","〒320-0843
栃木県宇都宮市西原2","制限なし","無料","（一社）宇都宮観光コンベンション協会
TEL:028-678-8039","電車
JR宇都宮駅から関東バス「鶴田駅」行き「ハローワーク」下車、徒歩5分
車
東北自動車道「宇都宮IC」
20分
東北自動車道「鹿沼IC」
15分","","新川さくら祭り期間中　ぼんぼり点灯18:00～21:00","見事なソメイヨシノ約60本が立ち並ぶ新川沿いで開催される桜まつりです。期間中は新川沿いでぼんぼり点灯が実施され、露店が出店します。また、期間中の1日間は、地元の方々のステージイベントが実施されます。・開催期間　3月下旬～4月上旬(ステージイベント:3月最終日曜日予定)・開催時間　ぼんぼり点灯18:00～21:00・開催場所　新川ほとり",""
"関東","栃木","宮の桜堤","https://smtgvs.cdn.weathernews.jp/smart/report/image/2025-04-13/96103370.jpg","桜まつり開催, 桜並木","17","4月2日の推定状況","満開間近(5分咲き)","","","","4月9日","永野川に沿って約1.5km、500本程の桜並木が続きます。","36.4076","139.6911","","https://weathernews.jp/sakura/spot/41017/","3月下旬～4月上旬","ソメイヨシノ","約500本","桜まつり開催
桜並木","平日：空いている
休日：やや混雑","〒328-0134
栃木県栃木市宮町","","","吹上地区まちづくり協議会
TEL:0282-31-1792(吹上公民館内)","車
東北自動車道栃木ICから車で約10分
駐車場
50台程度(さくらまつり期間中のみ)","","","2026年3月28日(土)、3月29日(日)「いぶきの里さくらまつり」を開催。",""
"関東","栃木","城山公園(小山市)","https://gvs.weathernews.jp/s/sakura/szyimg/2026/4107/1766709913_s.webp?tm=1775113776","夜桜, 桜まつり開催, 桜並木, 駅チカ, ペットOK, ライトアップあり","15","3月30日","満開(8分咲き)","","","","4月9日","昔から桜の名所として知られ、園内には100本のソメイヨシノがあります。また西側に流れる思川沿いの堤防上には市の花「オモイカワザクラ」が植樹され、春の思川を美しく彩ります。","36.3181","139.7997","","https://weathernews.jp/sakura/spot/4107/","4月上旬","ソメイヨシノ","約100本","夜桜
桜まつり開催
桜並木
駅近
ペットOK
ライトアップあり","平日：空いている
休日：やや混雑","〒323-0025
栃木県小山市城山町1-1","終日","無料","おやまの桜まつり実行委員会(小山市観光協会)
TEL:0285-30-4772","電車
JR東北本線小山駅西口より徒歩
8分
車
東北道佐野藤岡ICより
35分
駐車場
城山公園北側の駐車場、市役所第2駐車場を無料開放","須賀神社、天翁院、小山評定跡","桜まつり開催期間中にヨシ灯りの展示あり","３月２８日（土）～４月１９日（日）まで「おやまの桜まつり」を開催。初日のオープニングイベント「桜sakura and...」では、お茶会や人力車、本場結城紬着心地体験のほか、夜にはヨシ灯りが幻想的な空間をお楽しみいただけます。また、城山公園至近、小山御殿広場では３月下旬からの週末にラーメン祭を開催予定。",""
"関東","栃木","那珂川河畔公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-11/82885579.jpg","桜並木","18","4月2日の推定状況","ちらほら咲いた(1分咲き)","","4月6日","4月8日","4月14日","那須連山を背景に桜を見ながら散策をお楽しみ下さい。","36.9806","140.0516","http://www.kuroiso-kankou.org","https://weathernews.jp/sakura/spot/4115/","4月上旬","ソメイヨシノ","約250本","桜並木","平日：やや混雑
休日：混雑","","制限なし","無料","NPO法人黒磯観光協会
TEL:0287-74-2822","電車
JR東北本線黒磯駅より徒歩
20分
車
東北自動車道那須ICより
10分
東北自動車道黒磯板室ICより
15分
駐車場
230台(無料)","","","",""
"関東","栃木","釜川プロムナード","https://gvs.weathernews.jp/s/sakura/szyimg/2026/41012/1774589474_s.webp?tm=1775113776","桜まつり開催, ライトアップあり","20","3月31日","満開間近(5分咲き)","","","","","宇都宮の中心部を流れる釜川は、街の風景の中に水辺が持つ風情に加え、潤いと安らぎをもたらす水辺の空間で、中心市街地の貴重なスポットです。春には「牧水亭」から「出雲橋」までの区域は、シダレザクラが咲き誇り隠れた名所になっています。","36.5598","139.8846","https://www.machidukuri.org/","https://weathernews.jp/sakura/spot/41012/","","シダレザクラ","","桜まつり開催
ライトアップあり","平日：空いている
休日：空いている","〒320-0033
栃木県宇都宮市本町2","2026年3月27日（金）～4月5日（日）桜の小路開放10:00～20:00","なし","宇都宮まちづくり推進機構
TEL:028-632-8215","電車
JR宇都宮駅から関東バス「作新学院駒生」行き等で約5分、「馬場町」下車、徒歩すぐ
車
東北自動車道「宇都宮IC」から約20分
東北自動車道「鹿沼IC」から約25分
駐車場
なし。近くのコインパーキングを利用下さい。","","ボンボリ点灯 18:00～20:00","「かまがわ桜まつり」2026年3月27日(金)～4月5日(日)　桜の小路開放 10:00～20:00、ボンボリ点灯 18:00～20:00",""
"関東","栃木","千手山公園","https://gvs.weathernews.jp/s/sakura/szyimg/2026/4109/1769053849_s.webp?tm=1775113776","桜まつり開催","19","4月1日","満開(8分咲き)","","","","4月8日","千手山公園は、桜約300本、つつじ約1000本があり、4月上旬から5月上旬にかけて次々と見頃を迎えます。園内にはお散歩コースや遊具(観覧車･おとぎ電車等)が1回50円で利用できる遊園地のような家ぞく連れで楽しめる公園です。また、映画｢恋空｣のロケ地として多くのファンやカップルも訪れています。","36.5729","139.7443","https://www.kanuma-kanko.jp","https://weathernews.jp/sakura/spot/4109/","4月上旬","ソメイヨシノ","約300本","桜まつり開催","平日：混雑
休日：大変混雑","〒322-0061
栃木県鹿沼市千手町2610","遊具の運転：10:00〜16:00　雨天中止(定休日・月曜日(祝日を除く)・祝日の翌日)","「観覧車」と「おとぎ電車」と「ジェットスター(飛行機の乗り物)」が1人1回50円、自動木馬1回30円","(一社)鹿沼市観光協会(まちの駅 新･鹿沼宿内)
TEL:0289-60-2507","電車
JR日光線鹿沼駅または東武日光線新鹿沼駅より徒歩
30分
JR日光線鹿沼駅または東武日光線新鹿沼駅よりバスで「天神町」下車徒歩
10分
車
東北道鹿沼ICより
20分
駐車場
80台(無料)","屋台のまち中央公園 彫刻屋台展示館(鹿沼市銀座1丁目1870-1、電話0289-60-6070)","","",""
"関東","群馬","妙義山さくらの里","https://smtgvs.cdn.weathernews.jp/smart/report/image/2022-04-13/61983619.jpg","桜まつり開催","6","4月2日","開花(5,6輪)","","4月6日","4月8日","4月14日","妙義山の南麓にある47ヘクタールの広大な公園。4月中旬から5月上旬にかけて、45種4000本の桜が咲き誇る。雄大な妙義山と桜の競演は見ごたえ間違いなし。","36.2827","138.7438","http://g-kikin.or.jp/sakutop.html","https://weathernews.jp/sakura/spot/4201/","4月上旬","ソメイヨシノ、ヤエザクラ","約4000本","桜まつり開催","平日：やや混雑
休日：大変混雑","〒370-2621
群馬県下仁田町大字上小坂1258(管理事務所)","年末年始以外入場可能・9:00〜16:30　※桜の開花時期8:30〜17:00","無料","さくらの里管理事務所/下仁田町観光協会
TEL:0274-82-2400/0274-67-7500","電車
JR信越線松井田駅・上信電鉄下仁田駅よりともにタクシーで
25分
車
上信越道松井田妙義ICより
20分
上信越道下仁田ICより
30分
駐車場
管理センター、野外ステージ、中之岳第1〜4駐車場合計500(料金無料)","中之嶽神社(下仁田町)、道の駅しもにた(下仁田町)、妙義神社(富岡市)、妙義ビジターセンター(富岡市)","","4月11日（土）　お花見マルシェ開催予定",""
"関東","群馬","敷島公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-08/82753335.jpg","","5","3月30日","満開(8分咲き)","","","","4月6日","約2700本の松林と枝垂れ桜のコントラストが美しいです。周辺にはカフェや雑貨屋などが点在しているので散策するのも楽しいです。また近接する利根川敷島河畔には約150本の桜並木がつらなる。平成6年に京都桜守・佐野藤右衛門氏が植えた「孫の代の桜」は公園の新しいシンボルです。","36.4150","139.0514","http://www.maebashi-cvb.com/","https://weathernews.jp/sakura/spot/4206/","4月上旬","ソメイヨシノ、シダレザクラ","約200本","","平日：大変混雑
休日：大変混雑","〒371-0036
群馬県前橋市敷島262","制限なし","無料","前橋市建設部公園管理事務所
TEL:027-225-2116","電車
JR前橋駅より 前橋駅-敷島公園-緑が丘町-総合スポーツセンター行き「競技場入り口」下車
20分
車
関越道前橋ICより
20分
駐車場
河川敷の共同駐車場を含めると合計900台以上","","未定","",""
"関東","群馬","赤城南面千本桜","https://gvs.weathernews.jp/s/sakura/szyimg/2026/90/1766551906_s.webp?tm=1775113776","さくら名所100選, 夜桜, 桜まつり開催, 桜並木, ライトアップあり","1","4月2日","結構咲いた(3分咲き)","","4月4日","4月6日","4月12日","「さくら名所100選の地」に選ばれ、毎年多くの観光客が訪れる群馬県を代表する桜の名所です。「赤城南面千本桜」と呼ばれる並木には、隣接する「みやぎ千本桜の森公園」を含めて、1000本を超える桜が咲き誇り、満開時には見事な桜のトンネルが見られます。","36.4693","139.1915","https://www.maebashi-cvb.com/","https://weathernews.jp/sakura/spot/90/","4月上旬～中旬","ソメイヨシノ","約1000本","さくら名所100選
夜桜
桜まつり開催
桜並木
ライトアップあり","平日：やや混雑
休日：大変混雑","〒371-0241
群馬県前橋市苗ヶ島町2511-2","まつり期間中　午前8時から午後9時30分","無料　　※まつり期間中 駐車場有料","(公財)前橋観光コンベンション協会
TEL:027-235-2211","電車
上毛電鉄大胡駅よりタクシーで
20分
車
北関東道伊勢崎ICより
30分
関越自動車道赤城ICより
40分
駐車場
あり　約1000台　まつり期間中有料","赤城温泉郷、釣堀、赤城神社、道の駅ぐりーんふらわー牧場･大胡 他","まつり期間中　日没～午後9時30分","赤城南面千本桜まつり【2026年4月4日(土)～4月19日(日)】※開花状況によって変更あり。","並木、隣接するみやぎ千本桜の森公園の菜の花越しの桜"
"関東","群馬","高崎城址公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-11/82884741.jpg","夜桜, 桜まつり開催, 駅チカ, ライトアップあり","3","4月2日","満開(8分咲き)","","","","4月7日","徳川家康の命を受けた井伊直政によって築城された高崎城。市内中心部に位置し、現在は三の丸外囲の土居と堀、乾櫓、東門が残っており、城址公園堀の内側にある約300本のソメイヨシノが高崎の街中を彩ります。水面に映る桜やライトアップで幻想的になる夜桜など、様々な角度から花見を楽しむことができます。","36.3217","139.0044","http://www.takasaki-kankoukyoukai.or.jp/","https://weathernews.jp/sakura/spot/42003/","3月下旬～4月上旬","ソメイヨシノ","約300本","夜桜
桜まつり開催
駅近
ライトアップあり","平日：非公開
休日：非公開","〒370-0829
群馬県高崎市高松町","","無料","一般社団法人高崎観光協会
TEL:027-330-5333","電車
JR高崎駅から徒歩
10分
車
関越自動車道高崎ICから
20分
駐車場
近隣の有料駐車場","高崎市美術館徒歩10分、高崎市役所展望ロビー徒歩1分","期間・時間　未定","たかさき春まつり：４月第一土日（いずれか一日予定）",""
"関東","群馬","伊勢崎市華蔵寺公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-15/83051397.jpg","夜桜, 桜まつり開催, ライトアップあり","4","3月30日","満開(8分咲き)","","","","4月6日","3月下旬〜4月上旬にはソメイヨシノが約600本、4月中旬〜5月上旬には霧島ツツジを中心に約5000本のツツジが咲きます。","36.3422","139.1990","http://www.city.isesaki.lg.jp/","https://weathernews.jp/sakura/spot/4203/","3月下旬～4月上旬","ソメイヨシノ","600本","夜桜
桜まつり開催
ライトアップあり","平日：非公開
休日：非公開","〒372-0003
群馬県伊勢崎市華蔵寺町1番地","無休(遊園地は除く）","無料","伊勢崎市文化観光課
TEL:0270-24-5111","電車
JR両毛線・東武伊勢崎線伊勢崎駅より徒歩
20分
JR両毛線・東武伊勢崎線伊勢崎駅より市営シャトルバス「華蔵寺公園東」下車
5分
車
関越道高崎・本庄児玉ICより
40分
北関東車道伊勢崎ICより5分、波志江PAスマートICより
5分
駐車場
1200台(無料)","","提灯点灯(桜開花時期)・日没〜22:30まで","",""
"関東","群馬","楽歩堂前橋公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-13/82952618.jpg","ライトアップあり","2","4月1日","満開(8分咲き)","","","","4月6日","みどりの散策エリアや｢さちの池｣周辺等、約350本のソメイヨシノが美しく咲きます。","36.3955","139.0597","https://maebashi-park.com/","https://weathernews.jp/sakura/spot/88/","4月上旬","ソメイヨシノ","350本","ライトアップあり","平日：大変混雑
休日：大変混雑","〒371-0026
群馬県前橋市大手町3丁目16-1","制限なし","無料","前橋公園管理センター
TEL:027-231-0002","電車
JR両毛線前橋駅より前橋公園行バスで
10分
車
関越道前橋ICより
15分
駐車場
約200台","臨江閣、るなぱあく(前橋市中央児童遊園)、県庁","開花状況に応じて開催します","",""
"関東","群馬","観音山","https://smtgvs.cdn.weathernews.jp/smart/report/image/2022-04-05/61778363.jpg","夜桜, 桜まつり開催, ライトアップあり","7","3月30日","満開(8分咲き)","","","","4月7日","ソメイヨシノやヤマザクラなど約3000本が咲く中、参道にはみやげ店が軒を連ね、桜見物の人々で賑わいます。夜は市営観音山駐車場内の桜がライトアップされ、夜桜見物が出来ます。","36.3081","138.9854","http://www.city.takasaki.gunma.jp/","https://weathernews.jp/sakura/spot/87/","3月下旬～4月中旬","ソメイヨシノ、ヤマザクラ","約3000本","夜桜
桜まつり開催
ライトアップあり","平日：やや混雑
休日：混雑","〒370-0864
群馬県高崎市石原町","制限なし","無料","高崎市役所観光課
TEL:027-321-1257","電車
JR高崎駅よりバス「ぐるりん」観音山線片岡先回り、観音山頂下車すぐ
0分
車
関越道高崎IC、前橋IC
25分
上信越道藤岡IC、吉井IC
25分
駐車場
市営駐車場あり（無料）","洞窟観音・徳明園・山徳記念館、高崎白衣大観音、染料植物園、清水寺、ケルナー広場","開花期間中・日暮れ〜22:00ごろ、市営観音山駐車場にてライトアップ（予定）","",""
"関東","群馬","沼田公園(沼田城址)","https://gvs.weathernews.jp/s/sakura/szyimg/2026/4209/1768289914_s.webp?tm=1775113776","夜桜, 桜並木, ペットOK, ライトアップあり","10","4月2日","ちらほら咲いた(1分咲き)","","4月4日","4月6日","4月11日","公園は、一周約800mで、ソメイヨシノ約200本、シダレザクラ1本、ヒガンザクラ2本があり、残雪の谷川連峰と桜の美しい光景を楽しむことができます。園内には鐘楼が建ち、日が暮れると提灯の灯りに照らされた夜桜と、鐘楼の魅力的な写真を撮影することもできます。また、園内に移築されている「旧生方家住宅」は、東日本で最も古い町家造りの建築物で、国の重要文化財に指定されています。沼田城は、戦国武将真田氏の居城であったことから、園内には真田氏時代の石垣の遺構が残り、発掘調査により出土した遺物は、「沼田市歴史資料館」で確認することができます。","36.6481","139.0391","https://www.numata-kankou.jp/","https://weathernews.jp/sakura/spot/4209/","4月上旬〜4月中旬","ソメイヨシノ、シダレザクラ、ヒガンサクラ","約200本","夜桜
桜並木
ペットOK
ライトアップあり","平日：やや混雑
休日：混雑","〒378-0042
群馬県沼田市西倉内町594","制限なし","無料","沼田市観光案内所
TEL:0278-25-8555","電車
上越線沼田駅より路線バス
10分
車
関越自動車道沼田ICより
10分
駐車場
無料駐車場あり(大型車6台、普通車66台)","【沼田公園(沼田城址)施設内】沼田城址、旧生方家住宅、沼田平八郎景義の首置石（平八石）、木彫り日本一の大天狗面、沼田市観光案内所【沼田公園周辺】榛名神社(徒歩約10分)、法蔵山大蓮院正覚寺（徒歩約10分）、小松姫の墓（徒歩約10分）、月宮山瑠璃光院天桂寺（徒歩約12分）、真田河内守信吉の墓（徒歩約12分）、沼田市歴史資料館（徒歩約7分）、大正浪漫歴史的建物群（徒歩約14分）、街なか天狗プラザ大天狗面（徒歩約14分）","4月1日(水)～4月21日(火)","",""
"関東","群馬","八瀬川","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-09/82787812.jpg","夜桜, 桜並木, ライトアップあり","8","3月30日","満開(8分咲き)","","","","4月8日","住宅地を流れる八瀬川の両岸を、およそ150本もの桜が彩ります。川に沿って敷き詰められた赤煉瓦の遊歩道は「さくらプロムナード」と呼ばれ、桜を眺めながら散策するには最適です。","36.2993","139.3698","http://www.ota-kanko.jp/","https://weathernews.jp/sakura/spot/4202/","3月中旬〜4月上旬","ソメイヨシノ","約150本","夜桜
桜並木
ライトアップあり","平日：空いている
休日：やや混雑","〒373-0056
群馬県太田市本町、八幡町","制限なし","無料","太田市観光物産協会
TEL:0276-47-1833","電車
東武伊勢崎線太田駅より徒歩
20分
車
太田強戸スマートICより
15分
北関東道太田桐生ICより
20分","大光院(子育て呑龍さま)、金山城跡、史跡金山城跡ガイダンス施設","開花状況に応じてライトアップを行います。","",""
"関東","群馬","伊香保グリーン牧場","https://gvs.weathernews.jp/s/sakura/szyimg/2026/42007/1767235613_s.webp?tm=1775113776","桜並木","9","4月1日","ちらほら咲いた(1分咲き)","","","","4月8日","19品種1500本の桜が牧場内を彩ります。4月中旬にソメイヨシノなど（700本）、5月上旬に八重桜（600本）が見ごろを迎えます。","36.4987","138.9451","https://www.greenbokujo.jp/","https://weathernews.jp/sakura/spot/42007/","4月中旬から5月上旬にかけて","ソメイヨシノ、ヤエザクラ","1500本","桜並木","平日：空いている
休日：混雑","〒377-0027
群馬県渋川市金井2844-1","9:00～16:00(入場受付は15:00まで)","おとな(中学生以上)1800円、こども(3歳以上)900円","伊香保グリーン牧場
TEL:0279-24-5335","電車
JR上越線 渋川駅から関越交通バス「伊香保温泉行き」で[グリーン牧場前]下車
15分
車
関越自動車道「渋川伊香保IC」より、伊香保温泉方面へ約8km
15分
駐車場
700台(1日700円)","伊香保温泉石段街","","","・場内各所に桜の木が植えられており、多数の撮影スポットがあります。・動物と一緒に桜を背景にした写真撮影が可能です。・樹齢50年以上の大きな桜並木があり、満開時や桜吹雪の時期には特に見応えがあります。・園内のどのエリアでも桜景観を楽しめます。"
"関東","群馬","岩井親水公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2025-04-12/96090009.jpg","桜並木, ペットOK","11","4月1日","開花(5,6輪)","","","4月3日","4月9日","約30万本のラッパ水仙と、1kmにも及ぶ桜並木が続いています。花の時期には多くの観光客でにぎわいます。","36.5789","138.8536","http://www.town.higashiagatsuma.gunma.jp/www/kankou/contents/1204135505037/index.html","https://weathernews.jp/sakura/spot/42009/","４月上旬～中旬","ソメイヨシノ","約100本","桜並木
ペットOK","平日：混雑
休日：混雑","〒377-0812
群馬県吾妻郡東吾妻町植栗","","任意で協力金を会場の募金箱へお願いします。","東吾妻町役場　まちづくり推進課
TEL:0279-68-2111","電車
JR吾妻線中之条駅からタクシー約10分、関越道渋川伊香保ICから約40分
車
JRバス 上州ゆめぐり号で東京駅・新宿駅からJR吾妻線群馬原町駅・中之条駅まで約2時間40分
駐車場
約100台(無料)","","","花の開花状況にあわせ、すいせん祭りを開催予定。詳細は町HPにて公開予定です。",""
"関東","群馬","鶴生田川","https://gvs.weathernews.jp/s/sakura/img/noimage.jpg","桜並木, ライトアップあり","12","4月2日の推定状況","満開(8分咲き)","","","","4月7日","","36.2415","139.5449","https://trip.iko-yo.net/articles/320","https://weathernews.jp/sakura/spot/42017/","3月下旬～4月上旬","ソメイヨシノ","約300本","桜並木
ライトアップあり","平日：非公開
休日：非公開","〒374-0017
群馬県館林市つつじ町","24時間","無料","館林市 経済部 つつじのまち観光課 観光振興係
TEL:0276-74-5233","電車
東武線館林駅より車5分
車
東北自動車道館林ICより車15分
駐車場
三の丸南面駐車場 約500台(無料)","","18時～21時こいのぼりと共にライトアップ","館林さくらまつり　2026年3月20日(金) ～ 2026年4月8日(水)",""
"関東","群馬","桜山公園","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-15/83037196.jpg","さくら名所100選, 桜並木, ペットOK","13","4月1日","開花(5,6輪)","","4月6日","4月8日","4月14日","約3000本のソメイヨシノと約7000本の冬桜が咲き誇り、山全体をサクラ色に染めます。冬桜は二度咲きの珍しい桜で11月〜12月にも咲き、紅葉と一緒に楽しめます。","36.1653","139.0213","https://www.city.fujioka.gunma.jp/kanko_bunka_sports/kankojoho/3/2/3151.html","https://weathernews.jp/sakura/spot/91/","4月上旬～中旬","ソメイヨシノ、フユザクラ","約1万本","さくら名所100選
桜並木
ペットOK","平日：空いている
休日：やや混雑","〒370-1405
群馬県藤岡市三波川2166-1(管理棟)","制限なし","無料","藤岡市鬼石総合支所にぎわい観光課
TEL:0274-52-3111","電車
JR高崎線本庄駅よりバスで40分、鬼石郵便局下車、タクシー
15分
JR高崎線新町駅よりバスで40分、鬼石郵便局下車、タクシー
15分
車
関越道本庄児玉ICより
40分
上信越道藤岡ICより
40分
駐車場
500台(普通車500円、29人乗り以下1500円、30人乗り以上2000円、二輪車100円）","神流湖、道の駅上州おにし、三波石峡、八塩温泉、高山社跡、土と火の里公園、ふじの咲く丘、道の駅ららん藤岡","","",""
"関東","群馬","水上温泉(諏訪峡)","https://smtgvs.cdn.weathernews.jp/smart/report/image/2023-04-06/71351350.jpg","桜並木, 駅チカ","17","4月2日の推定状況","ちらほら咲いた(1分咲き)","","4月3日","4月4日","4月10日","利根川の清冽な流れが造り出した渓谷です。渓谷沿いの遊歩道の散策が楽しめます。おすすめスポットは、高さ20ｍのつり橋「笹笛橋」。ソメイヨシノを初めとした桜と共に美しい新緑を満喫できます。","36.7633","138.9700","http://www.enjoy-minakami.jp","https://weathernews.jp/sakura/spot/42001/","3月下旬～4月下旬","ソメイヨシノ、シダレザクラ、ヤエザクラなど","50～60本","桜並木
駅近","平日：空いている
休日：空いている","〒379-1617
群馬県利根郡みなかみ町湯原(小日向)","","無料","(一社)みなかみ町観光協会
TEL:0278-62-0401","電車
上越線「水上駅」より徒歩25分、バス
5分
上越新幹線「上毛高原駅.」よりバス
12分
車
関越自動車道「水上IC」より
5分
駐車場
道の駅「水紀行館」敷地内町営駐車場(無料)","道の駅水紀行館、水上温泉、谷川岳ヨッホ","","",""
"関東","群馬","白井宿","https://smtgvs.cdn.weathernews.jp/smart/report/image/2025-04-21/96404464.jpg","桜まつり開催","18","3月25日","つぼみ","","","","","白井宿通り約950メートル区間の桜並木は例年4月下旬頃に見頃を迎えます。","36.5147","139.0158","https://www.city.shibukawa.lg.jp/kankou/kankou/midokoro/shizen/flowers/p000306.html","https://weathernews.jp/sakura/spot/42004/","4月中旬〜下旬","カンザン・イチヨウ","約100本","桜まつり開催","平日：混雑
休日：混雑","〒377-0204
群馬県渋川市白井","特になし","特になし","渋川市産業観光部 観光課 観光振興係
TEL:0279-22-2873","電車
渋川駅からバス
15分
車
渋川伊香保I.C
10分","道の駅こもち","","例年4月下旬頃に「白井宿八重ざくら祭り」を開催。",""
"関東","群馬","御嶽山白龍神社","https://smtgvs.cdn.weathernews.jp/smart/report/image/2025-04-08/95917686.jpg","桜まつり開催, ライトアップあり","15","4月2日の推定状況","満開間近(5分咲き)","","","","4月7日","境内の池の水面に映る桜が逆さ富士のような感じで見ごたえ抜群です｡","36.3362","139.2409","https://hakuryujinjya.wixsite.com/2944/","https://weathernews.jp/sakura/spot/42010/","3月下旬〜4月上旬","ソメイヨシノ","約50本","桜まつり開催
ライトアップあり","平日：空いている
休日：やや混雑","〒379-2234
群馬県伊勢崎市東小保方町2944","","無料","御嶽山白龍神社
TEL:0270-62-3588","電車
JR国定駅
30分
車
伊勢崎IC
5分
駐車場
約25台､無料","スマーク伊勢崎","桜祭り期間中、夕方から桜のライトアップを致します｡","桜が満開時に桜祭り開催予定です｡","境内360°"
"関東","群馬","七輿山古墳","https://smtgvs.cdn.weathernews.jp/smart/report/image/2024-04-14/82997639.jpg","","16","4月2日の推定状況","満開間近(5分咲き)","","","","4月8日","七輿山古墳は6世紀前半につくられた三段築成の前方後円墳です。6世紀代の古墳としては東日本最大級のもので、全長150メートル、前方部幅115メートル、後円部径85メートル、高さは前方部・後円部ともに16メートルの大きさです。古墳の墳丘は緑地で松・桜等の疎林で覆われています。地元の協力により美観が保たれ、藤岡八景のひとつになっています。","36.2616","139.0397","","https://weathernews.jp/sakura/spot/42006/","","ソメイヨシノ","","","平日：空いている
休日：空いている","〒375-0057
群馬県藤岡市上落合","","","藤岡市 教育委員会 文化財保護課
TEL:0274-23-5997","電車
JR八高線　群馬藤岡駅からバスで30分『七輿山古墳入口』下車　徒歩
1分
車
上信越自動車道　藤岡ICから車で
10分","","","",""
